relative_path,size_bytes,sha256
B06_MODULE_QA_REPORT_RC1.pdf,3975,13265533b409ea15194b82b0c03c12736ff45046c4e5dfded0d0c2b2de1441be
B06_PRACTICE_DATA_RC1.zip,9276,677bfdb21e83feaa24d0f33b2f489fd823996a434545526219872fd9bcbfea27
B06_PRACTICE_PIPELINE_NOTEBOOK_RC1.ipynb,6380,4aaa76b8f5b3e5abae107a9d7c0063ae029db57071f6cc672399772a2313ae2b
B06_PRACTICE_POSTGRESQL_SETUP_RC1.sql,476,e08387ddbbb0c03ef1f30f0c3097bda1b61853f70dc49082001463c74783c4c4
B06_PRACTICE_SQL_WORKSPACE_RC1.sql,1546,965330ebdebfe014842ada73acd4b7a9c308621414da976404fc32d1588e8ee8
B06_RELEASE_RECORD_RC1.json,1023,6127164977bef24c93a99a36ee2027684fb14aed10697b26f94f6936e944c2f6
B06_SOURCE_VIDEO_REGISTRY_RC1.csv,545,8cecea6be40f264a68b94ad734e132c4af7e3e78c069fab5eae8f5d356db65c7
B06_START_HERE_RC1.pdf,2884,8d7ad1ac8ff5fcdaf1c62fcb230cc73ca78f00ab275a224d9885ac0fd1b465e7
Practice_Data/control_totals.json,361,27fc944501dfa61e03fcc7e2843832ebcc01e7f56f87660cf01fa45580149fd5
Practice_Data/customers.csv,851,7c7ad427ade633058e7058f5c9380244e39bfaf6ecb90ed873fc2ad6a8fc2bae
Practice_Data/failure_cases/service_orders_bad_numeric.csv,1573,71d9248d6a275f80627e94fb0054e9689bbd116747de69fa53338a9fe513f1c6
Practice_Data/failure_cases/technicians_duplicate.csv,514,83d6096977489f4c74d82836a6c382bc06ccf380052621c5e20013a24b3d67ab
Practice_Data/identity_requirements.csv,454,b9a8ca8c67914383e62e7c27e4bf794a61b60fc650513666747f5a6f0e23eec5
Practice_Data/monthly_region_targets.csv,370,3b7780b311750ec26287dd1baf2b9c6b0c544b39e189a5f504befeb3a928e8ba
Practice_Data/platform_sources.csv,651,125310fd9434b182a7f93d57f88cfca93d9cc991e0cbe4ecf780c44bd997e52b
Practice_Data/service_events.json,34638,73c116b292999392397875670c2e3299b8ff228c076d9a061cc4b4f4dec015d0
Practice_Data/service_items.csv,3412,409672be90c5bc72446af1a4aab83ea3b2d24e53348528012e5e079d1b310284
Practice_Data/service_orders_2026_01.csv,1566,803b5868f2cd3489a7b34e7df2d4833a1028ecc756bddb8adfaa4f9a21b72c98
Practice_Data/service_orders_2026_02.csv,1288,7a05717c9ee4a03f650cdf76b55f54da46b8d3381f741bcfdbe30d6a28a412bf
Practice_Data/service_orders_2026_03.csv,728,5437644bdb3c5c766f12e9c571a3485244df8c89c46493012752d543d332e138
Practice_Data/source_contracts.json,992,071a51fcacaed897f58838d95421963fc941bc812d22e74dfa36f905b32b4a42
Practice_Data/technician_profile_changes.csv,752,b0014a67eed999114e1c7d3fc721285152a09f5feade38ff97f53b4cc78d7784
Practice_Data/technician_skills.csv,246,2b3c97c7fd83c91ba67854f60bbefc52c358cf7f54d2ee9a4bac926d2a1d4878
Practice_Data/technicians_current.csv,479,c76fce9df369b0a3b54280f91ccb5ecf5dbfab171f2ebb5519a2e4e41810011a
README_FIRST.txt,244,5c3669e38fad844054fb97470ebac88aaf35b7fb5b34710ce6a8aed18fd0474e
